province,date,industry,labour_val,employment_val,average_hourly_wage,employment_rate,min_wage,retail_sales,cpi,population
Alberta,2025/8/1,Accommodation and food services,173.2,154.5,19.02,0.8920323325635104,15,9048447,172.6,5029346
Alberta,2025/9/1,Accommodation and food services,164.1,144.9,19.85,0.8829981718464351,15,,172.4,5029346
Alberta,2022/1/1,Agriculture,,,,,15,,,
Alberta,2022/2/1,Agriculture,,,,,15,,,
Alberta,2022/3/1,Agriculture,,,,,15,,,
Alberta,2022/4/1,Agriculture,,,,,15,,,
Alberta,2022/5/1,Agriculture,,,,,15,,,
Alberta,2022/6/1,Agriculture,,,,,15,,,
Alberta,2022/7/1,Agriculture,,,,,15,,,
Alberta,2022/8/1,Agriculture,,,,,15,,,
Alberta,2022/9/1,Agriculture,,,,,15,,,
Alberta,2022/10/1,Agriculture,,,,,15,,,
Alberta,2022/11/1,Agriculture,,,,,15,,,
Alberta,2022/12/1,Agriculture,,,,,15,,,
Alberta,2023/1/1,Agriculture,46.9,15.2,27.77,0.32409381663113,15,8882071,160.5,4596901
Alberta,2023/2/1,Agriculture,43.9,18.9,24.16,0.4305239179954441,15,8662936,160.1,4596901
Alberta,2023/3/1,Agriculture,45,18.1,21.39,0.4022222222222222,15,8510247,161.7,4596901
Alberta,2023/4/1,Agriculture,46.5,15,21.36,0.3225806451612903,15,8457389,163.7,4641615
Alberta,2023/5/1,Agriculture,50.5,21.5,23.24,0.4257425742574257,15,8612681,164.1,4641615
Alberta,2023/6/1,Agriculture,48.8,19.8,23.31,0.4057377049180328,15,8453128,164.4,4641615
Alberta,2023/7/1,Agriculture,52,24.3,24.7,0.4673076923076923,15,8288179,166,4688576
Alberta,2023/8/1,Agriculture,48.1,19.9,24.2,0.4137214137214137,15,8416788,166.8,4688576
Alberta,2023/9/1,Agriculture,47.1,17.1,26.36,0.3630573248407643,15,8418645,166,4688576
Alberta,2023/10/1,Agriculture,49,23,25.46,0.4693877551020408,15,8395532,165.2,4752173
Alberta,2023/11/1,Agriculture,46.9,21.2,22.54,0.4520255863539446,15,8458007,165.6,4752173
Alberta,2023/12/1,Agriculture,40.5,16.6,23.89,0.4098765432098766,15,8423493,165.6,4752173
Alberta,2024/1/1,Agriculture,36,12.9,23.77,0.3583333333333333,15,8441899,165.9,4801806
Alberta,2024/2/1,Agriculture,36,14.7,27.17,0.4083333333333333,15,8413303,166.8,4801806
Alberta,2024/3/1,Agriculture,37,14.3,25.78,0.3864864864864865,15,8442887,167.3,4801806
Alberta,2024/4/1,Agriculture,37.1,18.6,24.26,0.5013477088948787,15,8727736,168.6,4857695
Alberta,2024/5/1,Agriculture,34.4,13.4,24.7,0.3895348837209302,15,8514238,169.1,4857695
Alberta,2024/6/1,Agriculture,37.8,16.6,22.84,0.4391534391534392,15,8493713,169.4,4857695
Alberta,2024/7/1,Agriculture,39.6,20.8,27.23,0.5252525252525253,15,8726323,170.4,4909030
Alberta,2024/8/1,Agriculture,38.2,16,26.14,0.4188481675392669,15,8586684,170.2,4909030
Alberta,2024/9/1,Agriculture,36.2,16.8,25.87,0.4640883977900552,15,8795820,169.2,4909030
Alberta,2024/10/1,Agriculture,37.9,20.1,27.19,0.5303430079155673,15,8799934,170.1,4957075
Alberta,2024/11/1,Agriculture,38.2,19.7,27.1,0.5157068062827225,15,8825587,170.2,4957075
Alberta,2024/12/1,Agriculture,36.8,15.7,27.75,0.4266304347826087,15,8964586,169.7,4957075
Alberta,2025/1/1,Agriculture,38.3,16.2,27.27,0.422976501305483,15,9055175,170.1,4988181
Alberta,2025/2/1,Agriculture,35.5,14,27.94,0.3943661971830985,15,8984268,171.4,4988181
Alberta,2025/3/1,Agriculture,38.7,13.3,28.32,0.3436692506459948,15,9041851,172,4988181
Alberta,2025/4/1,Agriculture,39,14.8,26.76,0.3794871794871795,15,9002358,171.1,5010078
Alberta,2025/5/1,Agriculture,49,19.8,24.87,0.4040816326530612,15,8935090,171.9,5010078
Alberta,2025/6/1,Agriculture,44.7,15.2,25.28,0.3400447427293064,15,8982698,172.3,5010078
Alberta,2025/7/1,Agriculture,38.7,12.8,28.31,0.330749354005168,15,8975906,172.6,5029346
Alberta,2025/8/1,Agriculture,39.8,11.9,26.1,0.2989949748743719,15,9048447,172.6,5029346
Alberta,2025/9/1,Agriculture,42.7,14.1,28.56,0.3302107728337236,15,,172.4,5029346
Alberta,2022/1/1,"Business, building and other support services",,,,,15,,,
Alberta,2022/2/1,"Business, building and other support services",,,,,15,,,
Alberta,2022/3/1,"Business, building and other support services",,,,,15,,,
Alberta,2022/4/1,"Business, building and other support services",,,,,15,,,
Alberta,2022/5/1,"Business, building and other support services",,,,,15,,,
Alberta,2022/6/1,"Business, building and other support services",,,,,15,,,
Alberta,2022/7/1,"Business, building and other support services",,,,,15,,,
Alberta,2022/8/1,"Business, building and other support services",,,,,15,,,
Alberta,2022/9/1,"Business, building and other support services",,,,,15,,,
Alberta,2022/10/1,"Business, building and other support services",,,,,15,,,
Alberta,2022/11/1,"Business, building and other support services",,,,,15,,,
Alberta,2022/12/1,"Business, building and other support services",,,,,15,,,
Alberta,2023/1/1,"Business, building and other support services",74.1,54.6,26.69,0.736842105263158,15,8882071,160.5,4596901
Alberta,2023/2/1,"Business, building and other support services",70.2,56.3,27.1,0.8019943019943019,15,8662936,160.1,4596901
Alberta,2023/3/1,"Business, building and other support services",77.5,61.4,28.07,0.792258064516129,15,8510247,161.7,4596901
Alberta,2023/4/1,"Business, building and other support services",77.6,57.5,28.95,0.740979381443299,15,8457389,163.7,4641615
Alberta,2023/5/1,"Business, building and other support services",78.5,55.9,28.05,0.7121019108280254,15,8612681,164.1,4641615
Alberta,2023/6/1,"Business, building and other support services",83.6,55.4,28.79,0.6626794258373206,15,8453128,164.4,4641615
Alberta,2023/7/1,"Business, building and other support services",83.9,60.1,26.11,0.7163289630512515,15,8288179,166,4688576
Alberta,2023/8/1,"Business, building and other support services",82,61.4,25.59,0.748780487804878,15,8416788,166.8,4688576
Alberta,2023/9/1,"Business, building and other support services",80.2,58,25.96,0.7231920199501246,15,8418645,166,4688576
Alberta,2023/10/1,"Business, building and other support services",81.5,63.3,26.89,0.7766871165644171,15,8395532,165.2,4752173
Alberta,2023/11/1,"Business, building and other support services",86.4,62.8,25.89,0.7268518518518517,15,8458007,165.6,4752173
Alberta,2023/12/1,"Business, building and other support services",84.5,63.6,26.28,0.7526627218934911,15,8423493,165.6,4752173
Alberta,2024/1/1,"Business, building and other support services",81.9,56.8,27.96,0.6935286935286934,15,8441899,165.9,4801806
Alberta,2024/2/1,"Business, building and other support services",93.6,62.1,27.72,0.6634615384615385,15,8413303,166.8,4801806
Alberta,2024/3/1,"Business, building and other support services",91,61.6,26.12,0.676923076923077,15,8442887,167.3,4801806
Alberta,2024/4/1,"Business, building and other support services",92.5,58.3,27.54,0.6302702702702703,15,8727736,168.6,4857695
Alberta,2024/5/1,"Business, building and other support services",95.6,63.6,27.95,0.6652719665271967,15,8514238,169.1,4857695
Alberta,2024/6/1,"Business, building and other support services",100.2,63.6,28.15,0.6347305389221557,15,8493713,169.4,4857695
Alberta,2024/7/1,"Business, building and other support services",91.9,64.7,29.3,0.7040261153427638,15,8726323,170.4,4909030
Alberta,2024/8/1,"Business, building and other support services",84.8,57,28.92,0.6721698113207547,15,8586684,170.2,4909030
Alberta,2024/9/1,"Business, building and other support services",79.7,57.6,29.02,0.7227101631116688,15,8795820,169.2,4909030
Alberta,2024/10/1,"Business, building and other support services",86.5,63,28.95,0.7283236994219653,15,8799934,170.1,4957075
Alberta,2024/11/1,"Business, building and other support services",89.2,58.3,30.28,0.6535874439461883,15,8825587,170.2,4957075
Alberta,2024/12/1,"Business, building and other support services",85.3,60.5,29.68,0.7092614302461899,15,8964586,169.7,4957075
Alberta,2025/1/1,"Business, building and other support services",85.3,57.2,30.61,0.6705744431418523,15,9055175,170.1,4988181
Alberta,2025/2/1,"Business, building and other support services",84.3,56,32.64,0.66429418742586,15,8984268,171.4,4988181
Alberta,2025/3/1,"Business, building and other support services",81.6,61.5,30.68,0.7536764705882354,15,9041851,172,4988181
Alberta,2025/4/1,"Business, building and other support services",82.5,61.4,28.65,0.7442424242424243,15,9002358,171.1,5010078
Alberta,2025/5/1,"Business, building and other support services",86.2,63.5,26.6,0.7366589327146171,15,8935090,171.9,5010078
Alberta,2025/6/1,"Business, building and other support services",92.4,67.8,28.99,0.7337662337662337,15,8982698,172.3,5010078
Alberta,2025/7/1,"Business, building and other support services",90.5,64.9,31.36,0.7171270718232045,15,8975906,172.6,5029346
Alberta,2025/8/1,"Business, building and other support services",88.4,66.1,27.46,0.7477375565610859,15,9048447,172.6,5029346
Alberta,2025/9/1,"Business, building and other support services",85.8,66.6,27.01,0.7762237762237761,15,,172.4,5029346
Alberta,2022/1/1,Construction,,,,,15,,,
Alberta,2022/2/1,Construction,,,,,15,,,
Alberta,2022/3/1,Construction,,,,,15,,,
Alberta,2022/4/1,Construction,,,,,15,,,
Alberta,2022/5/1,Construction,,,,,15,,,
Alberta,2022/6/1,Construction,,,,,15,,,
Alberta,2022/7/1,Construction,,,,,15,,,
Alberta,2022/8/1,Construction,,,,,15,,,
Alberta,2022/9/1,Construction,,,,,15,,,
Alberta,2022/10/1,Construction,,,,,15,,,
Alberta,2022/11/1,Construction,,,,,15,,,
Alberta,2022/12/1,Construction,,,,,15,,,
Alberta,2023/1/1,Construction,241.3,170.8,37.09,0.7078325735598839,15,8882071,160.5,4596901
Alberta,2023/2/1,Construction,235.6,167.3,37.06,0.7101018675721562,15,8662936,160.1,4596901
Alberta,2023/3/1,Construction,240,167.8,37.61,0.6991666666666667,15,8510247,161.7,4596901
Alberta,2023/4/1,Construction,240.7,172,37.26,0.7145824678022434,15,8457389,163.7,4641615
Alberta,2023/5/1,Construction,260.7,198,36.07,0.759493670886076,15,8612681,164.1,4641615
Alberta,2023/6/1,Construction,266.3,200.3,35.52,0.7521592189260233,15,8453128,164.4,4641615
Alberta,2023/7/1,Construction,271.8,206.9,36.2,0.7612214863870493,15,8288179,166,4688576
Alberta,2023/8/1,Construction,273.1,202.1,37.37,0.7400219699743683,15,8416788,166.8,4688576
Alberta,2023/9/1,Construction,250.1,188.7,36.94,0.7544982007197121,15,8418645,166,4688576
Alberta,2023/10/1,Construction,255.9,191.4,37.89,0.7479484173505275,15,8395532,165.2,4752173
Alberta,2023/11/1,Construction,261.5,191.2,37.54,0.7311663479923518,15,8458007,165.6,4752173
Alberta,2023/12/1,Construction,252.8,186.3,38.89,0.7369462025316456,15,8423493,165.6,4752173
Alberta,2024/1/1,Construction,248.7,178.3,39.9,0.7169280257338159,15,8441899,165.9,4801806
Alberta,2024/2/1,Construction,259.3,190.9,39.34,0.736212880833012,15,8413303,166.8,4801806
Alberta,2024/3/1,Construction,260.2,192.7,40.13,0.7405841660261338,15,8442887,167.3,4801806
Alberta,2024/4/1,Construction,268.2,194.2,38.68,0.7240865026099925,15,8727736,168.6,4857695
Alberta,2024/5/1,Construction,262.4,189.2,38.77,0.7210365853658537,15,8514238,169.1,4857695
Alberta,2024/6/1,Construction,256.4,198.5,37.66,0.7741809672386896,15,8493713,169.4,4857695
Alberta,2024/7/1,Construction,263.1,208.8,37.15,0.7936145952109463,15,8726323,170.4,4909030
Alberta,2024/8/1,Construction,278.4,213,37.44,0.7650862068965518,15,8586684,170.2,4909030
Alberta,2024/9/1,Construction,264.2,202.2,38.82,0.7653292959878879,15,8795820,169.2,4909030
Alberta,2024/10/1,Construction,263.2,207.5,37.33,0.7883738601823709,15,8799934,170.1,4957075
Alberta,2024/11/1,Construction,262.5,194.9,38.5,0.7424761904761905,15,8825587,170.2,4957075
Alberta,2024/12/1,Construction,266.7,189.9,37.34,0.7120359955005625,15,8964586,169.7,4957075
Alberta,2025/1/1,Construction,272.9,189.1,36.74,0.6929278123854892,15,9055175,170.1,4988181
Alberta,2025/2/1,Construction,287,198.3,37.62,0.6909407665505227,15,8984268,171.4,4988181
Alberta,2025/3/1,Construction,284.1,200,39.43,0.7039774727208729,15,9041851,172,4988181
Alberta,2025/4/1,Construction,296.5,212.5,39.21,0.7166947723440135,15,9002358,171.1,5010078
Alberta,2025/5/1,Construction,289,227.8,39.12,0.7882352941176471,15,8935090,171.9,5010078
Alberta,2025/6/1,Construction,283.5,216.5,40.07,0.763668430335097,15,8982698,172.3,5010078
Alberta,2025/7/1,Construction,278.7,214.8,39.71,0.7707212055974166,15,8975906,172.6,5029346
Alberta,2025/8/1,Construction,273.7,213.5,38.17,0.7800511508951407,15,9048447,172.6,5029346
Alberta,2025/9/1,Construction,275.2,212.9,38.44,0.7736191860465117,15,,172.4,5029346
Alberta,2022/1/1,Educational services,,,,,15,,,
Alberta,2022/2/1,Educational services,,,,,15,,,
Alberta,2022/3/1,Educational services,,,,,15,,,
Alberta,2022/4/1,Educational services,,,,,15,,,
Alberta,2022/5/1,Educational services,,,,,15,,,
Alberta,2022/6/1,Educational services,,,,,15,,,
Alberta,2022/7/1,Educational services,,,,,15,,,
Alberta,2022/8/1,Educational services,,,,,15,,,
Alberta,2022/9/1,Educational services,,,,,15,,,
Alberta,2022/10/1,Educational services,,,,,15,,,
Alberta,2022/11/1,Educational services,,,,,15,,,
Alberta,2022/12/1,Educational services,,,,,15,,,
Alberta,2023/1/1,Educational services,175.8,160.2,37.07,0.9112627986348122,15,8882071,160.5,4596901
Alberta,2023/2/1,Educational services,169.8,155.6,38.97,0.9163722025912836,15,8662936,160.1,4596901
Alberta,2023/3/1,Educational services,177,159.8,37.44,0.9028248587570622,15,8510247,161.7,4596901
Alberta,2023/4/1,Educational services,171.6,152.8,39.11,0.8904428904428905,15,8457389,163.7,4641615
Alberta,2023/5/1,Educational services,178.9,158.3,38.93,0.8848518725544997,15,8612681,164.1,4641615
Alberta,2023/6/1,Educational services,170.4,151.1,39.98,0.8867370892018779,15,8453128,164.4,4641615
Alberta,2023/7/1,Educational services,143.7,122.6,39.58,0.8531663187195546,15,8288179,166,4688576
Alberta,2023/8/1,Educational services,151.6,115.1,40.64,0.7592348284960422,15,8416788,166.8,4688576
Alberta,2023/9/1,Educational services,165.6,153.1,39.62,0.9245169082125604,15,8418645,166,4688576
Alberta,2023/10/1,Educational services,170.3,157.8,37.13,0.926600117439812,15,8395532,165.2,4752173
Alberta,2023/11/1,Educational services,164.2,152.8,36.12,0.9305724725943972,15,8458007,165.6,4752173
Alberta,2023/12/1,Educational services,168.7,156.7,36.33,0.92886781268524,15,8423493,165.6,4752173
Alberta,2024/1/1,Educational services,179.8,163.7,36.41,0.9104560622914348,15,8441899,165.9,4801806
Alberta,2024/2/1,Educational services,176.7,160.7,37.85,0.9094510469722694,15,8413303,166.8,4801806
Alberta,2024/3/1,Educational services,176.3,162.1,38.98,0.9194554736245036,15,8442887,167.3,4801806
Alberta,2024/4/1,Educational services,175.1,161.3,40.19,0.9211878926327812,15,8727736,168.6,4857695
Alberta,2024/5/1,Educational services,174.6,159.4,39.89,0.9129438717067584,15,8514238,169.1,4857695
Alberta,2024/6/1,Educational services,185.9,168.8,39.63,0.9080150618612156,15,8493713,169.4,4857695
Alberta,2024/7/1,Educational services,168.4,142,37.33,0.843230403800475,15,8726323,170.4,4909030
Alberta,2024/8/1,Educational services,171.1,141.8,36.94,0.8287551139684396,15,8586684,170.2,4909030
Alberta,2024/9/1,Educational services,164.3,156,38.15,0.9494826536822883,15,8795820,169.2,4909030
Alberta,2024/10/1,Educational services,171.8,159.7,37.43,0.9295692665890568,15,8799934,170.1,4957075
Alberta,2024/11/1,Educational services,168.9,154.2,39.2,0.9129662522202484,15,8825587,170.2,4957075
Alberta,2024/12/1,Educational services,174.8,164.7,39.12,0.9422196796338672,15,8964586,169.7,4957075
Alberta,2025/1/1,Educational services,178.7,168.9,37.23,0.9451594851706772,15,9055175,170.1,4988181
Alberta,2025/2/1,Educational services,178.3,166.1,38.48,0.93157599551318,15,8984268,171.4,4988181
Alberta,2025/3/1,Educational services,182.1,171.1,39.02,0.9395936298736958,15,9041851,172,4988181
Alberta,2025/4/1,Educational services,185.2,172.3,38.28,0.9303455723542118,15,9002358,171.1,5010078
Alberta,2025/5/1,Educational services,188.9,178.1,39.47,0.9428268925357332,15,8935090,171.9,5010078
Alberta,2025/6/1,Educational services,187.2,176,38.65,0.9401709401709404,15,8982698,172.3,5010078
Alberta,2025/7/1,Educational services,159.2,137.1,40.8,0.8611809045226131,15,8975906,172.6,5029346
Alberta,2025/8/1,Educational services,186.3,144.1,43.7,0.7734836285560922,15,9048447,172.6,5029346
Alberta,2025/9/1,Educational services,191.5,181.5,42.44,0.9477806788511748,15,,172.4,5029346
Alberta,2022/1/1,"Finance, insurance, real estate, rental and leasing",,,,,15,,,
Alberta,2022/2/1,"Finance, insurance, real estate, rental and leasing",,,,,15,,,
Alberta,2022/3/1,"Finance, insurance, real estate, rental and leasing",,,,,15,,,
Alberta,2022/4/1,"Finance, insurance, real estate, rental and leasing",,,,,15,,,
Alberta,2022/5/1,"Finance, insurance, real estate, rental and leasing",,,,,15,,,
Alberta,2022/6/1,"Finance, insurance, real estate, rental and leasing",,,,,15,,,
Alberta,2022/7/1,"Finance, insurance, real estate, rental and leasing",,,,,15,,,
Alberta,2022/8/1,"Finance, insurance, real estate, rental and leasing",,,,,15,,,
Alberta,2022/9/1,"Finance, insurance, real estate, rental and leasing",,,,,15,,,
Alberta,2022/10/1,"Finance, insurance, real estate, rental and leasing",,,,,15,,,
Alberta,2022/11/1,"Finance, insurance, real estate, rental and leasing",,,,,15,,,
Alberta,2022/12/1,"Finance, insurance, real estate, rental and leasing",,,,,15,,,
Alberta,2023/1/1,"Finance, insurance, real estate, rental and leasing",124.7,107,35.36,0.8580593424218124,15,8882071,160.5,4596901
Alberta,2023/2/1,"Finance, insurance, real estate, rental and leasing",127.8,105.3,36.05,0.823943661971831,15,8662936,160.1,4596901
Alberta,2023/3/1,"Finance, insurance, real estate, rental and leasing",136.9,107.9,34.3,0.7881665449233017,15,8510247,161.7,4596901
Alberta,2023/4/1,"Finance, insurance, real estate, rental and leasing",130.1,104.8,36.13,0.8055342044581092,15,8457389,163.7,4641615
Alberta,2023/5/1,"Finance, insurance, real estate, rental and leasing",136.1,110.1,36.95,0.8089639970609845,15,8612681,164.1,4641615
Alberta,2023/6/1,"Finance, insurance, real estate, rental and leasing",133.4,106.1,37.65,0.7953523238380809,15,8453128,164.4,4641615
Alberta,2023/7/1,"Finance, insurance, real estate, rental and leasing",137.3,106.5,36.92,0.7756737072104879,15,8288179,166,4688576
Alberta,2023/8/1,"Finance, insurance, real estate, rental and leasing",130.5,101.6,41.46,0.778544061302682,15,8416788,166.8,4688576
Alberta,2023/9/1,"Finance, insurance, real estate, rental and leasing",124.3,98.8,44.42,0.7948511665325825,15,8418645,166,4688576
Alberta,2023/10/1,"Finance, insurance, real estate, rental and leasing",130.7,101.4,43.15,0.775822494261668,15,8395532,165.2,4752173
Alberta,2023/11/1,"Finance, insurance, real estate, rental and leasing",126.8,99,45.69,0.7807570977917981,15,8458007,165.6,4752173
Alberta,2023/12/1,"Finance, insurance, real estate, rental and leasing",131.7,100.6,43.67,0.7638572513287776,15,8423493,165.6,4752173
Alberta,2024/1/1,"Finance, insurance, real estate, rental and leasing",136.8,106.6,42.9,0.7792397660818713,15,8441899,165.9,4801806
Alberta,2024/2/1,"Finance, insurance, real estate, rental and leasing",135.7,106.7,42.96,0.7862932940309507,15,8413303,166.8,4801806
Alberta,2024/3/1,"Finance, insurance, real estate, rental and leasing",134,102.9,43.34,0.7679104477611941,15,8442887,167.3,4801806
Alberta,2024/4/1,"Finance, insurance, real estate, rental and leasing",134.8,102.1,46.33,0.7574183976261126,15,8727736,168.6,4857695
Alberta,2024/5/1,"Finance, insurance, real estate, rental and leasing",134.4,102.1,47.47,0.759672619047619,15,8514238,169.1,4857695
Alberta,2024/6/1,"Finance, insurance, real estate, rental and leasing",135,101.8,46.21,0.754074074074074,15,8493713,169.4,4857695
Alberta,2024/7/1,"Finance, insurance, real estate, rental and leasing",136.3,102.9,47.41,0.7549523110785032,15,8726323,170.4,4909030
Alberta,2024/8/1,"Finance, insurance, real estate, rental and leasing",136.9,108.6,43.87,0.7932797662527391,15,8586684,170.2,4909030
Alberta,2024/9/1,"Finance, insurance, real estate, rental and leasing",141.7,111.3,41.59,0.7854622441778405,15,8795820,169.2,4909030
Alberta,2024/10/1,"Finance, insurance, real estate, rental and leasing",137.3,113,40.67,0.8230152949745083,15,8799934,170.1,4957075
Alberta,2024/11/1,"Finance, insurance, real estate, rental and leasing",142.5,112.5,38.92,0.7894736842105263,15,8825587,170.2,4957075
Alberta,2024/12/1,"Finance, insurance, real estate, rental and leasing",139.9,115.9,38.41,0.8284488920657612,15,8964586,169.7,4957075
Alberta,2025/1/1,"Finance, insurance, real estate, rental and leasing",141.9,115.2,40.96,0.8118393234672304,15,9055175,170.1,4988181
Alberta,2025/2/1,"Finance, insurance, real estate, rental and leasing",141.1,111.8,41.18,0.7923458540042523,15,8984268,171.4,4988181
Alberta,2025/3/1,"Finance, insurance, real estate, rental and leasing",147.6,116,40.89,0.7859078590785908,15,9041851,172,4988181
Alberta,2025/4/1,"Finance, insurance, real estate, rental and leasing",147.3,113.2,41.78,0.768499660556687,15,9002358,171.1,5010078
Alberta,2025/5/1,"Finance, insurance, real estate, rental and leasing",146.7,108.2,45.44,0.7375596455351058,15,8935090,171.9,5010078
Alberta,2025/6/1,"Finance, insurance, real estate, rental and leasing",152.4,118.7,44.04,0.7788713910761155,15,8982698,172.3,5010078
Alberta,2025/7/1,"Finance, insurance, real estate, rental and leasing",152.4,121.5,44.8,0.7972440944881889,15,8975906,172.6,5029346
Alberta,2025/8/1,"Finance, insurance, real estate, rental and leasing",152.7,122.3,44.01,0.8009168303863785,15,9048447,172.6,5029346
Alberta,2025/9/1,"Finance, insurance, real estate, rental and leasing",149.3,122,43.77,0.8171466845277964,15,,172.4,5029346
Alberta,2022/1/1,"Forestry, fishing, mining, quarrying, oil and gas",,,,,15,,,
Alberta,2022/2/1,"Forestry, fishing, mining, quarrying, oil and gas",,,,,15,,,
Alberta,2022/3/1,"Forestry, fishing, mining, quarrying, oil and gas",,,,,15,,,
Alberta,2022/4/1,"Forestry, fishing, mining, quarrying, oil and gas",,,,,15,,,
Alberta,2022/5/1,"Forestry, fishing, mining, quarrying, oil and gas",,,,,15,,,
Alberta,2022/6/1,"Forestry, fishing, mining, quarrying, oil and gas",,,,,15,,,
Alberta,2022/7/1,"Forestry, fishing, mining, quarrying, oil and gas",,,,,15,,,
Alberta,2022/8/1,"Forestry, fishing, mining, quarrying, oil and gas",,,,,15,,,
Alberta,2022/9/1,"Forestry, fishing, mining, quarrying, oil and gas",,,,,15,,,
Alberta,2022/10/1,"Forestry, fishing, mining, quarrying, oil and gas",,,,,15,,,
Alberta,2022/11/1,"Forestry, fishing, mining, quarrying, oil and gas",,,,,15,,,
Alberta,2022/12/1,"Forestry, fishing, mining, quarrying, oil and gas",,,,,15,,,
Alberta,2023/1/1,"Forestry, fishing, mining, quarrying, oil and gas",135.1,119.5,52.32,0.8845299777942265,15,8882071,160.5,4596901
Alberta,2023/2/1,"Forestry, fishing, mining, quarrying, oil and gas",144.5,124.1,51.41,0.8588235294117647,15,8662936,160.1,4596901
Alberta,2023/3/1,"Forestry, fishing, mining, quarrying, oil and gas",138.9,121.9,52.83,0.8776097912167027,15,8510247,161.7,4596901
